Date,general_cpi,food_cpi,food_inflation,bdi_mean,bdi_std,bdi_min,bdi_max,bdi_range,bdi_cv,bdi_month_return,bdi_first_second_change,bdi_pct_extreme_days,bdi_positive_days,bdi_intraday_range_mean,bdi_last,bdi_momentum_3m,bdi_roll3_mean,bdi_roll6_mean,bdi_roll3_std,Brent_USD_per_barrel,brent_mom_pct,brent_yoy_pct,brent_roll3_mean,policy_rate,policy_change_1m,policy_change_12m,bwa_food_inflation_hcp,ken_food_inflation,nam_food_inflation,zaf_food_inflation,zwe_food_inflation,Brent_USD_per_barrel_lag12,bdi_mean_lag12,policy_rate_lag12,zaf_food_inflation_lag12,bdi_momentum_3m_lag12,food_inflation_lag1,food_inflation_lag2,food_inflation_lag3,food_inflation_lag6,food_inflation_lag12,food_inflation_lag13,food_inflation_lag18,food_inflation_lag24,food_inflation_roll3,food_inflation_roll6,food_inflation_roll12
2000-11-01,34.064614,32.975541,,1722.3181818181818,31.58116732912401,1672.0,1762.0,90.0,0.018336430319620182,-0.049459920409323455,-0.03204528929053696,0.0,0.09090909090909091,0.0,1672.0,0.050926366172181936,1722.7200577200576,1668.9819624819622,11.402498860072699,32.55,0.07781456953642385,,32.21666666666666,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2000-12-01,34.140145,32.958254,,1609.3684210526317,26.33166772436184,1581.0,1664.0,83.0,0.016361491489400058,-0.0390625,-0.015983560567805588,0.0,0.42105263157894735,0.0,1599.0,-0.05968680535014015,1688.6682615629986,1672.4373053846737,68.93727967309957,25.66,-0.22570911285455642,,29.723333333333333,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,
2001-01-01,34.291207,33.061978,3.602384,1565.9545454545455,29.297289445120494,1504.0,1599.0,95.0,0.01870890156432762,-0.05941213258286426,-0.028406471352529383,0.0,0.045454545454545456,0.0,1504.0,-0.09707770934346738,1632.5470494417862,1663.723380420749,80.71761458762687,25.62,-0.17248062015503873,0.004312034496275929,27.94333333333333,14.0,0.0,0.0,3.602384,16.136017,7.319912,4.958652,1.882258,25.51,1370.55,14.0,,,,,,,,,,,,,
2001-02-01,34.341562,33.243495,3.359312,1479.15,29.086576755754898,1445.0,1537.0,92.0,0.019664386137818946,0.029470864032149935,0.025369000504202877,0.0,0.55,0.0,1537.0,-0.14118656145258757,1551.4909888357258,1637.1055232778917,66.30313075496014,27.5,-0.15514592933947768,-0.010079193664506825,26.26,14.0,0.0,0.0,3.359312,13.673317,7.717045,5.333317,1.87931,27.78,1392.952380952381,14.0,,,3.602384,,,,,,,,,,
2001-03-01,34.643687,33.295356,2.72,1501.590909090909,24.97171560158773,1438.0,1538.0,100.0,0.016630172339486306,-0.06501950585175553,-0.01686877176131585,0.0,0.22727272727272727,0.0,1438.0,-0.0669688248830117,1515.5651515151515,1602.1167065390748,45.05792789721965,24.5,-0.04520654715510519,-0.10876682429974527,25.873333333333335,14.0,0.0,0.0,2.72,12.70793,8.109677,4.563895,1.876372,27.49,1620.695652173913,14.0,,,3.359312,3.602384,,,,,,,,,
2001-04-01,34.794749,33.321287,2.173337,1440.1052631578948,16.162008733934943,1423.0,1463.0,40.0,0.011222796796460929,0.020279720279720248,0.01789719626168229,0.0,0.5263157894736842,0.0,1459.0,-0.08036585906145877,1473.6153907496011,1553.0812200956937,31.114226466614767,25.66,0.0015612802498048417,0.12741652021089633,25.886666666666667,14.0,0.0,0.0,2.173337,12.21647,8.497884,4.020101,1.873442,22.76,1666.5882352941176,14.0,,0.21599958797133834,2.72,3.359312,3.602384,,,,,,3.2272320000000003,,
2001-05-01,35.273114,33.476873,2.028451,1448.2857142857142,26.95949342466,1389.0,1481.0,92.0,0.018614761685995265,-0.044046799724707486,-0.02190976725138205,0.0,0.3333333333333333,0.0,1389.0,-0.0208662310883182,1463.327295511506,1507.4091421736157,33.38874119039086,28.31,0.0294545454545454,0.020547945205479534,26.156666666666666,14.0,0.0,0.0,2.028451,9.278117,8.88174,3.888342,1.870522,27.74,1601.8,14.0,,0.14993162860659104,2.173337,2.72,3.359312,,,,,,2.750883,,
2001-06-01,35.373823,33.528735,1.571092,1377.4761904761904,14.45205538191384,1355.0,1394.0,39.0,0.010491691603698644,0.0028943560057888007,0.01792465388711406,0.0,0.5238095238095238,0.0,1386.0,-0.08265548083922536,1421.9557226399331,1468.7604370775423,38.73695304605848,27.85,0.1367346938775511,-0.06543624161073824,27.27333333333333,14.0,0.0,0.0,1.571092,6.140986,9.261318,3.17144,1.867611,29.8,1588.6363636363637,14.0,,-0.01978118994429745,2.028451,2.173337,2.72,,,,,,2.307262666666667,,
2001-07-01,35.524885,33.65839,1.963865,1221.3636363636363,107.33327955686858,1049.0,1380.0,331.0,0.08787987161336468,-0.23985507246376814,-0.14071358379318166,0.0,0.0,0.0,1049.0,-0.1518928042208505,1349.041847041847,1411.3286188957243,116.10250331937205,24.61,-0.04091971940763839,-0.1419107391910739,26.923333333333336,13.5,-0.5,-0.5,1.963865,5.675173,9.636689,3.666981,1.864709,28.68,1618.2380952380952,14.0,,-0.02901144927828536,1.571092,2.028451,2.173337,3.602384,,,,,1.9242933333333336,2.5757626666666664,
2001-08-01,35.625594,33.736183,2.199529,979.9090909090909,28.003246565029173,927.0,1037.0,110.0,0.028577392356927443,-0.1060752169720347,-0.03768432550518841,0.0,0.13636363636363635,0.0,927.0,-0.3234007066123854,1192.9163059163059,1328.121800713906,200.3043624630611,25.68,-0.09290003532320734,-0.14966887417218544,26.046666666666667,13.5,0.0,-0.5,2.199529,5.367976,10.007922,3.956479,1.861816,30.2,1638.857142857143,14.0,,0.02313468776198202,1.963865,1.571092,2.028451,3.359312,,,,,1.8544693333333333,2.3026761666666666,
2001-09-01,35.776656,33.788045,2.356638,945.2,37.5339846006256,898.0,995.0,97.0,0.03971009796934575,0.03703703703703698,0.07417160412552115,0.0,0.55,0.0,952.0,-0.31381754070591483,1048.8242424242424,1235.3899825320877,150.42792989888363,25.62,-0.08007181328545787,-0.22691611345805673,25.30333333333333,13.5,0.0,-0.5,2.356638,4.095033,10.375087,4.635092,1.858931,33.14,1711.5238095238096,14.0,,0.07735404319095296,2.199529,1.963865,1.571092,2.72,,,,,1.9114953333333335,2.109379,
2001-10-01,35.952896,33.842976,2.576765,898.0434782608696,17.0546668123142,861.0,939.0,78.0,0.018990914387955776,-0.08306709265175716,-0.012054454615565202,0.0,0.30434782608695654,0.0,861.0,-0.26472063558842074,941.050856389987,1145.046351715917,41.09021998102483,20.54,-0.16537992685900038,-0.33656330749354013,23.94666666666667,13.5,0.0,-0.5,2.576765,4.275592,10.738248,6.32412,1.856056,30.96,1734.3181818181818,14.0,,0.07173239025930078,2.356638,2.199529,1.963865,2.173337,,,,,2.1733439999999997,2.0488186666666666,
2001-11-01,36.053604,34.160093,3.592213,855.2272727272727,7.987679907396784,843.0,868.0,25.0,0.009339833003599748,0.017584994138335253,0.01531705227077973,0.0,0.5909090909090909,0.0,868.0,-0.12723814825122914,899.4902503293807,1046.2032781228434,45.003808453132635,18.8,-0.2679127725856697,-0.42242703533026105,21.653333333333336,13.5,0.0,-0.5,3.592213,2.852415,11.097472,8.523282,1.85319,32.55,1722.3181818181818,14.0,,0.050926366172181936,2.576765,2.356638,2.199529,2.028451,,,,,2.377644,2.1160566666666667,
2001-12-01,36.103958,34.47721,4.608727,870.1764705882352,2.963007216445124,865.0,876.0,11.0,0.003405064738698514,0.009216589861751112,-0.0025747412958984084,0.0,0.47058823529411764,0.0,876.0,-0.07937317965696655,874.4824071921258,961.6533248081842,21.73045516322123,18.71,-0.26971116315378607,-0.2708495713172252,19.349999999999998,13.5,0.0,-0.5,4.608727,2.125098,11.452823,11.420016,1.850332,25.66,1609.3684210526317,14.0,,-0.05968680535014015,3.592213,2.576765,2.356638,1.571092,,,,,2.841872,2.3766836666666666,
2002-01-01,36.229844,34.794327,5.239702,931.3181818181819,26.68223301078001,882.0,969.0,87.0,0.02864996467554103,0.02947845804988658,0.016522210184181985,0.0,0.5,0.0,908.0,0.037052441627605015,885.5739750445633,913.3124157172751,40.31462475556063,19.42,-0.054527750730282265,-0.24199843871975013,18.97666666666667,12.5,-1.0,-1.5,5.239702,0.610673,11.34455,12.303151,1.847484,25.62,1565.9545454545455,14.0,4.958652,-0.09707770934346738,4.608727,3.592213,2.576765,1.963865,3.602384,,,,3.592568333333334,2.8829561666666668,2.7293594166666666
2002-02-01,36.280198,35.111444,5.618992,959.55,44.386431070293256,908.0,1031.0,123.0,0.0462575489242804,0.1354625550660793,0.08277646750524092,0.0,0.9,0.0,1031.0,0.12198246080255104,920.3482174688057,909.9192338990933,45.685468458234006,20.28,0.0787234042553191,-0.2625454545454545,19.470000000000002,12.5,0.0,-1.5,5.618992,1.590695,12.585233,12.113274,1.844644,27.5,1479.15,14.0,5.333317,-0.14118656145258757,5.239702,4.608727,3.592213,2.199529,3.359312,3.602384,,,4.480214,3.428929,2.8658025833333336
2002-03-01,36.758563,35.428561,6.406912,1064.75,18.072587558305855,1033.0,1086.0,53.0,0.01697355018389843,0.047434656340755055,0.027905055569964476,0.0,0.85,0.0,1082.0,0.22360237950381934,985.2060606060608,929.8442338990932,70.31847275213222,23.7,0.26670229823623726,-0.032653061224489854,21.133333333333336,12.5,0.0,-1.5,6.406912,2.690896,13.32746,13.786453,1.841812,24.5,1501.590909090909,14.0,4.563895,-0.0669688248830117,5.618992,5.239702,4.608727,2.356638,2.72,3.359312,,,5.155807,3.9988395000000003,3.0541092499999998
2002-04-01,37.211751,35.745678,7.2758,1077.4761904761904,23.42780196181248,1027.0,1104.0,77.0,0.02174322009979503,-0.04995374653098983,-0.02383749510502331,0.0,0.42857142857142855,0.0,1027.0,0.15693670703676044,1033.9253968253968,959.74968593498,64.72452178819148,25.73,0.3249227600411946,0.002727981293842552,23.236666666666668,12.5,0.0,-1.5,7.2758,1.135065,14.300584,15.482588,1.83899,25.66,1440.1052631578948,14.0,4.020101,-0.08036585906145877,6.406912,5.618992,5.239702,2.576765,2.173337,2.72,,,5.755202,4.673885166666667,3.361351916666667
2002-05-01,37.312459,36.062794,7.724501,1032.909090909091,8.9064401039178,1016.0,1046.0,30.0,0.008622675685891198,0.021568627450980316,0.007680342212716296,0.0,0.5454545454545454,0.0,1042.0,0.07645155636401557,1058.378427128427,989.3633222986164,22.956574147699868,25.35,0.25,-0.1045566937477922,24.926666666666666,12.5,0.0,-1.5,7.724501,2.262944,14.303788,15.562524,1.836176,28.31,1448.2857142857142,14.0,3.888342,-0.0208662310883182,7.2758,6.406912,5.618992,3.592213,2.028451,2.173337,,,6.433901333333334,5.457057666666667,3.7865571666666664
2002-06-01,37.463522,36.379911,8.50368,995.0555555555555,13.764712865201288,978.0,1027.0,49.0,0.013833109908638445,-0.02142161635832518,-0.0035105315947843163,0.0,0.4444444444444444,0.0,1005.0,-0.06545615820093398,1035.1469456469456,1010.1765031265031,41.25586334753538,24.08,0.01603375527426154,-0.13536804308797135,25.05333333333333,12.5,0.0,-1.5,8.50368,3.787563,15.075749,17.779318,1.833371,27.85,1377.4761904761904,14.0,3.17144,-0.08265548083922536,7.724501,7.2758,6.406912,4.608727,1.571092,2.028451,,,7.1357376666666665,6.145772333333333,4.261228
2002-07-01,38.672022,36.697028,9.027878,988.5652173913044,17.768271228529603,962.0,1007.0,45.0,0.017973797697857275,-0.03681592039800996,-0.029977972903654115,0.0,0.34782608695652173,0.0,968.0,-0.08251780769799821,1005.5099546186502,1019.7176757220235,23.94923014352936,25.74,0.00038865137971222374,0.045916294189353835,25.05666666666667,12.5,0.0,-1.0,9.027878,2.808799,14.711427,18.814753,1.830574,24.61,1221.3636363636363,13.5,3.666981,-0.1518928042208505,8.50368,7.724501,7.2758,5.239702,1.963865,1.571092,3.602384,,7.834660333333333,6.794931166666667,4.838943666666666
2002-08-01,39.150387,37.014145,9.716459,1001.7619047619048,22.40737548644366,970.0,1036.0,66.0,0.022367965261934533,0.06804123711340204,0.03751154627748021,0.0,0.8095238095238095,0.0,1036.0,-0.030154818484337986,995.1275592362549,1026.752993182341,6.598638328200837,26.65,0.0512820512820511,0.03777258566978192,25.49,12.5,0.0,-1.0,9.716459,2.401649,14.17975,20.299835,1.827786,25.68,979.9090909090909,13.5,3.956479,-0.3234007066123854,9.027878,8.50368,7.724501,5.618992,2.199529,1.963865,3.359312,,8.418686333333333,7.426293833333333,5.427611416666667
2002-09-01,39.402158,37.331262,10.486601,1182.3809523809523,98.61971212210882,1039.0,1367.0,328.0,0.08340773075168285,0.31568816169393643,0.14372168391811924,0.0,1.0,0.0,1367.0,0.1882562192427637,1057.5693581780538,1046.3581519124998,108.2912215970929,28.4,0.1794019933554818,0.10850897736143628,26.929999999999996,12.5,0.0,-1.0,10.486601,2.356289,15.790585,21.477201,1.825006,25.62,945.2,13.5,4.635092,-0.31381754070591483,9.716459,9.027878,8.50368,6.406912,2.356638,2.199529,2.72,,9.082672333333333,8.109205,6.05402225
2002-10-01,39.553221,37.648379,11.244292,1365.391304347826,24.622124438352337,1334.0,1417.0,83.0,0.018033016879445415,0.03355215171407733,0.020808094404809907,0.0,0.5217391304347826,0.0,1417.0,0.381184852882966,1183.1780538302276,1094.344004224439,181.81601026544496,27.54,0.06993006993007,0.3407984420642649,27.53,12.5,0.0,-1.0,11.244292,2.508148,18.110034,21.820997,1.822235,20.54,898.0434782608696,13.5,6.32412,-0.26472063558842074,10.486601,9.716459,9.027878,7.2758,2.576765,2.356638,2.173337,,9.743646,8.789153166666667,6.731519166666666
2002-11-01,39.830169,37.965496,11.139908,1460.4285714285713,35.63084538510338,1428.0,1560.0,132.0,0.024397526919272588,0.09243697478991586,0.02858224493658912,0.0,0.8095238095238095,0.0,1560.0,0.45785996102105786,1336.0669427191167,1165.5972509776857,141.32430170784747,24.34,-0.08667917448405249,0.2946808510638297,26.76,12.5,0.0,-1.0,11.139908,3.416213,18.903513,20.538497,1.819472,18.8,855.2272727272727,13.5,8.523282,-0.12723814825122914,11.244292,10.486601,9.716459,7.724501,3.592213,2.576765,2.028451,,10.482450666666667,9.450568500000001,7.453813083333333
2002-12-01,39.930877,38.282613,11.037445,1665.9411764705883,60.92256415753864,1573.0,1739.0,166.0,0.036569456964025165,0.10489510489510478,0.06486943353700414,0.0,0.9411764705882353,0.0,1738.0,0.4089715950818509,1497.2536840823286,1277.4115211301912,153.62168824656044,28.33,-0.0024647887323944184,0.514163548904329,26.736666666666668,12.5,0.0,-1.0,11.037445,5.657176,17.800413,18.035244,1.816717,18.71,870.1764705882352,13.5,11.420016,-0.07937317965696655,11.139908,11.244292,10.486601,8.50368,4.608727,3.592213,1.571092,,10.956933666666666,10.019803,8.082787666666666
2003-01-01,40.157471,38.525545,10.723638,1693.8636363636363,75.8559383082391,1530.0,1761.0,231.0,0.044782789287032346,-0.11967779056386652,-0.05820090697763047,0.0,0.2727272727272727,0.0,1530.0,0.2405701068769468,1606.7444614209319,1394.9612576255797,127.48007958034857,31.18,0.13217138707334786,0.6055612770339853,27.95,12.5,0.0,0.0,10.723638,8.515932,17.698224,17.388483,1.813971,19.42,931.3181818181819,12.5,12.303151,0.037052441627605015,11.037445,11.139908,11.244292,9.027878,5.239702,4.608727,1.963865,3.602384,11.140548333333333,10.442097166666668,8.618514166666666
2003-02-01,40.509951,38.938687,10.900273,1673.7,83.78738756990502,1530.0,1768.0,238.0,0.05006117438603395,0.15294117647058814,0.09055708218835878,0.0,0.85,0.0,1764.0,0.14603345397632794,1677.8349376114081,1506.9509401652624,14.41316146469348,32.77,0.34634346754313894,0.6158777120315582,30.76,12.5,0.0,0.0,10.900273,9.966139,15.105708,15.279111,1.811233,20.28,959.55,12.5,12.113274,0.12198246080255104,10.723638,11.037445,11.139908,9.716459,5.618992,5.239702,2.199529,3.359312,10.966997,10.724723833333334,9.075508833333332
2003-03-01,40.68619,39.248544,10.782214,1849.7619047619048,82.01762296110803,1748.0,1940.0,192.0,0.044339556755908574,0.10045402951191829,0.08591707710401586,0.0,0.6666666666666666,0.0,1939.0,0.11034046753124471,1739.1085137085138,1618.1810988954212,96.35752576504987,30.61,0.08048005647723255,0.2915611814345991,31.52,12.5,0.0,0.0,10.782214,13.606973,13.653539,13.586692,1.808503,23.7,1064.75,12.5,13.786453,0.22360237950381934,10.900273,10.723638,11.037445,10.486601,6.406912,5.618992,2.356638,2.72,10.887118666666666,10.922026166666667,9.515615583333334
2003-04-01,41.240086,39.868258,11.533088,2063.55,61.2428083855351,1943.0,2142.0,199.0,0.029678373863262386,0.10241893978383931,0.04668445883811123,0.0,1.0,0.0,2142.0,0.2182503689789348,1862.3373015873015,1734.5408815041167,195.22899651175626,25.0,-0.19820397690827452,-0.0283715507190051,29.459999999999997,12.5,0.0,0.0,11.533088,15.676221,12.060701,11.47032,1.805782,25.73,1077.4761904761904,12.5,15.482588,0.15693670703676044,10.782214,10.900273,10.723638,11.244292,7.2758,6.406912,2.576765,2.173337,10.802041666666668,10.971295,9.880224083333333
2003-05-01,41.491857,40.178115,11.41154,2231.2,70.82788627146945,2127.0,2337.0,210.0,0.031744301842716684,-0.008391608391608352,0.022205102641954078,0.0,0.65,0.0,2127.0,0.3330943418772778,2048.1706349206347,1863.0027862660215,191.1835473501843,25.86,-0.210863594751297,0.020118343195266286,27.156666666666666,12.5,0.0,0.0,11.41154,20.194437,11.253793,11.27738,1.803068,25.35,1032.909090909091,12.5,15.562524,0.07645155636401557,11.533088,10.782214,10.900273,11.139908,7.724501,7.2758,3.592213,2.028451,11.071858333333333,11.019427666666667,10.234998083333332
2003-06-01,42.045754,40.487972,11.292112,2135.904761904762,10.324266375412646,2116.0,2154.0,38.0,0.004833673560522262,0.0042533081285445196,0.0041246699624213345,0.0,0.47619047619047616,0.0,2125.0,0.15469172351654015,2143.5515873015875,1941.3300505050504,84.08618244983865,27.65,-0.09670042469781115,0.1482558139534884,26.169999999999998,13.0,0.5,0.5,11.292112,18.570194,10.569938,8.999999,1.800363,24.08,995.0555555555555,12.5,17.779318,-0.06545615820093398,11.41154,11.533088,10.782214,11.037445,8.50368,7.724501,4.608727,1.571092,11.242280666666666,11.064699666666668,10.542251333333333
2003-07-01,42.020576,40.487972,10.330383,2191.913043478261,39.058130388014156,2123.0,2240.0,117.0,0.017819197027102104,0.027319830428638614,0.019841602413677384,0.0,0.4782608695652174,0.0,2181.0,0.06220495916176527,2186.3392684610076,2024.3382850241544,47.89150057019221,28.35,0.13400000000000012,0.10139860139860146,27.286666666666665,13.0,0.0,0.5,10.330383,14.686222,9.590319,7.503716,1.797666,25.74,988.5652173913044,12.5,18.814753,-0.08251780769799821,11.292112,11.41154,11.533088,10.723638,9.027878,8.50368,5.239702,1.963865,11.412246666666666,11.107144166666666,10.774620666666666
2003-08-01,42.196816,40.591257,9.664176,2285.95,53.25754209005222,2176.0,2343.0,167.0,0.023297772081651926,0.04090073529411775,0.017318388485876746,0.0,0.5,0.0,2265.0,0.024538365005378315,2204.5892684610076,2126.3799516908216,75.82155616066298,29.89,0.15583913379737058,0.12157598499061928,28.63,13.0,0.0,0.5,9.664176,11.084256,9.152289,5.730268,1.794977,26.65,1001.7619047619048,12.5,20.299835,-0.030154818484337986,10.330383,11.292112,11.41154,10.900273,9.716459,9.027878,5.618992,2.199529,11.011345,11.041601666666667,10.883162750000002
2003-09-01,42.272347,40.591257,8.732615,2462.8636363636365,208.20509473080017,2262.0,2993.0,731.0,0.08453780861298937,0.3231653404067196,0.12724274665305635,0.13636363636363635,0.9545454545454546,0.0,2993.0,0.15307745939350714,2313.575559947299,2228.563573624443,137.5715618070689,27.11,-0.019529837251356263,-0.0454225352112676,28.45,13.0,0.0,0.5,8.732615,10.570364,7.162009,3.574533,1.792296,28.4,1182.3809523809523,12.5,21.477201,0.1882562192427637,9.664176,10.330383,11.292112,10.782214,10.486601,9.716459,6.406912,2.356638,10.428890333333333,10.8355855,10.878805833333333
2003-10-01,42.322702,40.487972,7.542404,4162.565217391304,461.411355229992,3138.0,4560.0,1422.0,0.11084783808364217,0.4515615041427661,0.17901234567901225,0.34782608695652173,0.9130434782608695,0.0,4555.0,0.8990558178283807,2970.4596179183136,2578.3994431896604,1036.1763502917813,29.61,0.04444444444444429,0.07516339869281041,28.87,13.0,0.0,0.5,7.542404,12.186618,3.202066,2.338437,1.789623,27.54,1365.391304347826,12.5,21.820997,0.381184852882966,8.732615,9.664176,10.330383,11.533088,11.244292,10.486601,7.2758,2.576765,9.575724666666666,10.493985666666665,10.732640333333334
2003-11-01,42.448587,40.487972,6.644127,4250.4,161.58439215924813,4026.0,4558.0,532.0,0.03801627897591948,-0.030934620447564676,-0.028251339503166162,0.0,0.45,0.0,4417.0,0.8593582536800892,3625.2762845849797,2914.9327765229937,1007.6363981207204,28.75,-0.03813984610237542,0.18118323746918663,28.49,13.0,0.0,0.5,6.644127,12.04281,1.457547,2.350453,1.786958,24.34,1460.4285714285713,12.5,20.538497,0.45785996102105786,7.542404,8.732615,9.664176,11.41154,11.139908,11.244292,7.724501,3.592213,8.646398333333332,9.828871666666666,10.424149666666667
2003-12-01,42.473764,40.591257,6.03053,4609.0,107.33509924256727,4442.0,4765.0,323.0,0.02328815344815953,0.07271499324628539,0.03923801132283811,0.0,1.0,0.0,4765.0,0.8713987782145691,4340.655072463768,3327.115316205533,236.5068442134424,29.81,0.09959424566580588,0.052241440169431774,29.39,13.0,0.0,0.5,6.03053,11.193555,0.706226,1.613104,1.784301,28.33,1665.9411764705883,12.5,18.035244,0.4089715950818509,6.644127,7.542404,8.732615,11.292112,11.037445,11.139908,8.50368,4.608727,7.639715333333334,9.034302833333333,10.049501249999999
2004-01-01,42.619445,40.694543,5.630027,5229.476190476191,272.54680681446604,4757.0,5551.0,794.0,0.052117419964703614,0.16593152699012803,0.06300640730950469,0.047619047619047616,0.6190476190476191,0.0,5551.0,0.25631093264972904,4696.292063492064,3833.3758407051887,495.3407664940099,31.28,0.056399864910503306,0.003207184092366866,29.94666666666667,12.0,-1.0,-0.5,5.630027,12.271183,0.744022,1.317622,1.781652,31.18,1693.8636363636363,12.5,17.388483,0.2405701068769468,6.03053,6.644127,7.542404,10.330383,10.723638,11.037445,9.027878,5.239702,6.739020333333333,8.1573725,9.632258333333333
2004-02-01,43.059388,40.901114,5.039788,5450.05,149.31333179804,5242.0,5681.0,439.0,0.027396690268536986,-0.06318974724101101,-0.022119397568499344,0.0,0.45,0.0,5263.0,0.28224402409185023,5096.175396825397,4360.725840705189,436.08267772975483,30.86,0.07339130434782604,-0.05828501678364373,30.650000000000002,12.0,0.0,-0.5,5.039788,13.237379,0.871846,2.421281,1.779011,32.77,1673.7,12.5,15.279111,0.14603345397632794,5.630027,6.03053,6.644127,9.664176,10.900273,10.723638,9.716459,5.618992,6.101561333333333,7.373979833333332,9.207790750000001
2004-03-01,43.49933,41.314257,5.263158,5131.173913043478,161.87724085466544,4822.0,5384.0,562.0,0.031547798534595065,-0.07358309317963496,-0.047459223166770315,0.0,0.30434782608695654,0.0,4822.0,0.1132944050864566,5270.23336783989,4805.444220151829,163.29834762842182,33.63,0.12814491781281467,0.09866056844168591,31.923333333333332,12.0,0.0,-0.5,5.263158,11.1571,1.223552,2.133007,1.776377,30.61,1849.7619047619048,12.5,13.586692,0.11034046753124471,5.039788,5.630027,6.03053,8.732615,10.782214,10.900273,10.486601,6.406912,5.5667816666666665,6.603248499999999,8.719416999999998
